invoice_no,invoice_date,customer_id,gender,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I159044,11/11/2016 9:51,C115813,Female,41,Cosmetics,5,203.3,162.64,Cash,West,California,Metropol AVM
I197820,11/11/2016 9:51,C241478,Female,35,Food & Beverage,2,10.46,7.322,Cash,West,California,Mall of Istanbul
I131313,11/11/2016 9:51,C309982,Female,55,Cosmetics,3,121.98,91.485,Cash,South,Florida,Metropol AVM
I249875,11/11/2016 9:51,C100648,Male,25,Clothing,3,900.24,675.18,Cash,East,Ohio,Kanyon
I251672,11/11/2016 9:52,C232515,Male,19,Food & Beverage,1,5.23,3.661,Credit Card,East,Ohio,Istinye Park
I163224,11/11/2016 9:52,C146646,Female,48,Shoes,5,3000.85,2700.765,Cash,East,Ohio,Istinye Park
I273991,11/11/2016 9:52,C232630,Female,23,Cosmetics,3,121.98,91.485,Cash,West,Arizona,Kanyon
I347472,11/11/2016 9:52,C441778,Female,68,Toys,4,143.36,114.688,Debit Card,West,California,Zorlu Center
I319420,11/11/2016 9:53,C202226,Female,19,Cosmetics,5,203.3,162.64,Cash,West,California,Metrocity
I547246,11/11/2016 9:53,C715095,Female,60,Cosmetics,2,81.32,56.924,Debit Card,South,Florida,Metropol AVM
I237432,11/11/2016 9:53,C252448,Female,40,Clothing,4,1200.32,1140.304,Debit Card,South,Florida,Metrocity
I966931,11/11/2016 9:53,C133660,Female,44,Shoes,3,1800.51,1620.459,Debit Card,South,Florida,Metropol AVM
I135470,11/11/2016 9:53,C223997,Female,62,Souvenir,2,23.46,16.422,Cash,East,New York,Mall of Istanbul
I843236,11/11/2016 9:54,C536194,Female,26,Technology,3,3150,2677.5,Credit Card,South,Florida,Zorlu Center
I274302,11/11/2016 9:54,C170406,Female,48,Clothing,1,300.08,225.06,Cash,West,Arizona,Istinye Park
I103733,11/11/2016 9:54,C292575,Male,24,Shoes,3,1800.51,1620.459,Cash,East,New York,Mall of Istanbul
I161912,11/11/2016 9:54,C951082,Female,55,Clothing,2,600.16,450.12,Debit Card,East,New York,Metropol AVM
I249954,11/11/2016 9:55,C117675,Male,40,Toys,1,35.84,25.088,Cash,East,New York,Viaport Outlet
I149204,11/11/2016 9:55,C602747,Male,46,Souvenir,5,58.65,43.9875,Credit Card,Central,Texas,Mall of Istanbul
I154970,11/11/2016 9:55,C140466,Male,63,Toys,5,179.2,143.36,Cash,East,New York,Metrocity
I304679,11/11/2016 9:55,C253193,Female,59,Books,3,45.45,31.815,Cash,East,New York,Mall of Istanbul
I108270,11/11/2016 9:56,C325885,Female,36,Clothing,1,300.08,225.06,Cash,Central,Iowa,Metropol AVM
I137208,11/11/2016 9:56,C293430,Male,29,Clothing,1,300.08,225.06,Credit Card,Central,Iowa,Mall of Istanbul
I281220,11/11/2016 9:56,C116221,Male,64,Clothing,2,600.16,450.12,Cash,Central,Iowa,Metropol AVM
I186117,11/11/2016 9:56,C601717,Male,21,Toys,3,107.52,80.64,Credit Card,Central,Iowa,Metropol AVM
I301996,11/11/2016 9:56,C132583,Male,36,Technology,4,4200,3780,Debit Card,West,Idaho,Metrocity
I683098,11/11/2016 9:57,C109649,Male,24,Cosmetics,5,203.3,162.64,Debit Card,Central,Illinois,Istinye Park
I554164,11/11/2016 9:57,C207843,Female,47,Souvenir,5,58.65,43.9875,Credit Card,East,Pennsylvania,Mall of Istanbul
I287856,11/11/2016 9:57,C227854,Male,62,Food & Beverage,2,10.46,7.322,Credit Card,East,Pennsylvania,Kanyon
I302645,11/11/2016 9:57,C984140,Female,20,Cosmetics,5,203.3,162.64,Cash,West,Washington,Istinye Park
I211030,11/11/2016 9:58,C358286,Male,30,Shoes,1,600.17,450.1275,Credit Card,West,Washington,Mall of Istanbul
I180966,11/11/2016 9:58,C255548,Female,54,Cosmetics,5,203.3,162.64,Credit Card,West,California,Mall of Istanbul
I173880,11/11/2016 9:58,C574706,Female,18,Cosmetics,2,81.32,56.924,Credit Card,West,California,Kanyon
I729260,11/11/2016 9:58,C174530,Female,68,Shoes,3,1800.51,1620.459,Credit Card,South,North Carolina,Kanyon
I179009,11/11/2016 9:59,C411741,Male,41,Cosmetics,2,81.32,56.924,Debit Card,West,California,Metrocity
I169199,11/11/2016 9:59,C100709,Male,52,Shoes,5,3000.85,2700.765,Cash,West,Arizona,Viaport Outlet
I914500,11/11/2016 9:59,C216219,Male,47,Food & Beverage,3,15.69,10.983,Credit Card,West,Arizona,Istinye Park
I143549,11/11/2016 9:59,C115755,Female,47,Food & Beverage,3,15.69,10.983,Credit Card,West,Arizona,Metrocity
I193696,11/11/2016 10:00,C184770,Female,40,Clothing,3,900.24,675.18,Debit Card,West,Arizona,Istinye Park
I737365,11/11/2016 10:00,C161433,Female,65,Toys,5,179.2,143.36,Credit Card,Central,Texas,Mall of Istanbul
I132332,11/11/2016 10:00,C823516,Male,57,Cosmetics,4,162.64,130.112,Credit Card,West,California,Kanyon
I500812,11/11/2016 10:00,C382067,Female,46,Cosmetics,2,81.32,56.924,Cash,West,California,Zorlu Center
I961287,11/11/2016 10:00,C313841,Male,22,Clothing,4,1200.32,1140.304,Cash,West,California,Metrocity
I279425,11/11/2016 10:01,C963164,Male,25,Shoes,1,600.17,450.1275,Credit Card,East,Ohio,Istinye Park
I479087,11/11/2016 10:01,C870664,Male,66,Souvenir,3,35.19,24.633,Cash,West,Colorado,Metropol AVM
I800447,11/11/2016 10:01,C132485,Female,30,Cosmetics,4,162.64,130.112,Cash,West,Colorado,Metrocity
I254652,11/11/2016 10:01,C279494,Male,25,Food & Beverage,3,15.69,10.983,Debit Card,West,Colorado,Zorlu Center
I126394,11/11/2016 10:02,C282468,Female,69,Books,5,75.75,56.8125,Debit Card,Central,Iowa,Istinye Park
I320263,11/11/2016 10:02,C826880,Male,23,Shoes,3,1800.51,1620.459,Cash,Central,Iowa,Mall of Istanbul
I306893,11/11/2016 10:02,C214414,Male,20,Books,4,60.6,45.45,Cash,Central,Iowa,Zorlu Center
I494935,11/11/2016 10:02,C222256,Female,42,Clothing,3,900.24,675.18,Credit Card,Central,Iowa,Metropol AVM
I217370,11/11/2016 10:03,C130912,Male,40,Clothing,1,300.08,225.06,Credit Card,East,Delaware,Mall of Istanbul
I140613,11/11/2016 10:03,C186171,Male,22,Food & Beverage,4,20.92,15.69,Debit Card,South,Florida,Kanyon
I166913,11/11/2016 10:03,C115565,Female,29,Cosmetics,2,81.32,56.924,Debit Card,West,California,Viaport Outlet
I162019,11/11/2016 10:03,C114646,Male,34,Clothing,2,600.16,450.12,Credit Card,West,California,Viaport Outlet
I558223,11/11/2016 10:03,C195177,Female,39,Clothing,3,900.24,675.18,Cash,West,California,Metropol AVM
I202363,11/11/2016 10:04,C337674,Male,51,Food & Beverage,3,15.69,10.983,Debit Card,West,California,Viaport Outlet
I292050,11/11/2016 10:04,C300329,Female,62,Food & Beverage,4,20.92,15.69,Credit Card,South,Florida,Metrocity
I302361,11/11/2016 10:04,C555276,Female,22,Clothing,1,300.08,225.06,Credit Card,South,Florida,Metrocity
I889549,11/11/2016 10:04,C197080,Female,32,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Mall of Istanbul
I114425,11/11/2016 10:05,C162502,Female,46,Books,2,30.3,21.21,Cash,South,Florida,Mall of Istanbul
I845572,11/11/2016 10:05,C274948,Male,21,Clothing,4,1200.32,1140.304,Debit Card,South,Florida,Metropol AVM
I289277,11/11/2016 10:05,C160378,Female,44,Shoes,1,600.17,450.1275,Cash,South,Florida,Metropol AVM
I265848,11/11/2016 10:05,C450545,Male,61,Toys,4,143.36,114.688,Cash,South,Florida,Istinye Park
I311025,11/11/2016 10:06,C458261,Female,29,Toys,2,71.68,50.176,Cash,Central,Texas,Zorlu Center
I987544,11/11/2016 10:06,C269060,Male,62,Clothing,1,300.08,225.06,Credit Card,West,California,Zorlu Center
I309421,11/11/2016 10:06,C320455,Female,45,Clothing,3,900.24,675.18,Credit Card,West,California,Zorlu Center
I163924,11/11/2016 10:06,C252474,Female,63,Souvenir,4,46.92,35.19,Cash,West,California,Viaport Outlet
I224094,11/11/2016 10:07,C573289,Male,28,Clothing,2,600.16,450.12,Cash,East,Pennsylvania,Viaport Outlet
I300766,11/11/2016 10:07,C527820,Female,26,Clothing,5,1500.4,1425.38,Debit Card,East,Ohio,Kanyon
I331991,11/11/2016 10:07,C284143,Male,19,Souvenir,2,23.46,16.422,Credit Card,East,New York,Zorlu Center
I208695,11/11/2016 10:07,C808060,Female,64,Cosmetics,2,81.32,56.924,Cash,East,New York,Mall of Istanbul
I304030,11/11/2016 10:07,C227625,Female,30,Technology,3,3150,2677.5,Credit Card,East,New York,Viaport Outlet
I212780,11/11/2016 10:08,C131771,Female,56,Shoes,1,600.17,450.1275,Cash,East,New York,Kanyon
I147384,11/11/2016 10:08,C827594,Male,29,Souvenir,2,23.46,16.422,Debit Card,East,New York,Zorlu Center
I112604,11/11/2016 10:08,C155750,Female,47,Clothing,1,300.08,225.06,Debit Card,East,Pennsylvania,Mall of Istanbul
I336161,11/11/2016 10:08,C111099,Male,18,Clothing,1,300.08,225.06,Cash,East,Pennsylvania,Zorlu Center
I194436,11/11/2016 10:09,C586863,Male,44,Technology,5,5250,4725,Credit Card,East,Pennsylvania,Kanyon
I251951,11/11/2016 10:09,C255850,Female,42,Clothing,5,1500.4,1425.38,Cash,East,Pennsylvania,Kanyon
I217430,11/11/2016 10:09,C101929,Female,21,Cosmetics,1,40.66,28.462,Credit Card,West,California,Mall of Istanbul
I751767,11/11/2016 10:09,C483012,Female,37,Toys,5,179.2,143.36,Credit Card,South,Georgia,Viaport Outlet
I513671,11/11/2016 10:10,C314459,Male,55,Food & Beverage,4,20.92,15.69,Credit Card,West,California,Istinye Park
I813260,11/11/2016 10:10,C594436,Female,22,Clothing,4,1200.32,1140.304,Cash,Central,Illinois,Zorlu Center
I144431,11/11/2016 10:10,C198331,Female,65,Cosmetics,4,162.64,130.112,Cash,Central,Illinois,Viaport Outlet
I165094,11/11/2016 10:10,C267650,Female,43,Clothing,5,1500.4,1425.38,Cash,West,Oregon,Metrocity
I333560,11/11/2016 10:10,C340483,Male,35,Toys,2,71.68,50.176,Credit Card,West,Oregon,Viaport Outlet
I271622,11/11/2016 10:11,C142897,Male,46,Food & Beverage,5,26.15,19.6125,Cash,East,New York,Mall of Istanbul
I114242,11/11/2016 10:11,C273220,Male,21,Clothing,1,300.08,225.06,Debit Card,East,New York,Zorlu Center
I290324,11/11/2016 10:11,C120303,Female,38,Cosmetics,4,162.64,130.112,Cash,East,New York,Mall of Istanbul
I899884,11/11/2016 10:11,C123935,Male,19,Clothing,3,900.24,675.18,Debit Card,South,Alabama,Zorlu Center
I235345,11/11/2016 10:12,C160664,Male,62,Clothing,2,600.16,450.12,Debit Card,East,Pennsylvania,Metrocity
I183745,11/11/2016 10:12,C243875,Male,28,Food & Beverage,3,15.69,10.983,Cash,East,Pennsylvania,Kanyon
I765238,11/11/2016 10:12,C118914,Female,31,Toys,2,71.68,50.176,Credit Card,East,Pennsylvania,Metropol AVM
I244697,11/11/2016 10:12,C104654,Female,22,Clothing,4,1200.32,1140.304,Credit Card,East,Pennsylvania,Istinye Park
I625979,11/11/2016 10:13,C271517,Female,67,Technology,4,4200,3780,Debit Card,East,Pennsylvania,Viaport Outlet
I437653,11/11/2016 10:13,C318299,Male,58,Cosmetics,2,81.32,56.924,Credit Card,West,California,Mall of Istanbul
I253113,11/11/2016 10:13,C257466,Female,45,Clothing,2,600.16,450.12,Credit Card,West,California,Metropol AVM
I158242,11/11/2016 10:13,C201813,Female,61,Clothing,2,600.16,450.12,Credit Card,West,California,Mall of Istanbul
I339490,11/11/2016 10:14,C244880,Female,21,Clothing,3,900.24,675.18,Credit Card,West,California,Kanyon
I496915,11/11/2016 10:14,C401007,Female,46,Shoes,1,600.17,450.1275,Debit Card,West,California,Mall of Istanbul
I137589,11/11/2016 10:14,C626934,Male,24,Clothing,2,600.16,450.12,Cash,East,New York,Istinye Park
I434965,11/11/2016 10:14,C154608,Female,52,Food & Beverage,2,10.46,7.322,Debit Card,South,Florida,Kanyon
I192808,11/11/2016 10:14,C470532,Male,27,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Metropol AVM
I152352,11/11/2016 10:15,C207068,Male,38,Books,4,60.6,45.45,Credit Card,Central,Iowa,Mall of Istanbul
I697739,11/11/2016 10:15,C520338,Male,51,Clothing,3,900.24,675.18,Debit Card,South,Alabama,Kanyon
I195189,11/11/2016 10:15,C901256,Male,44,Food & Beverage,5,26.15,19.6125,Cash,South,Alabama,Kanyon
I413881,11/11/2016 10:15,C621223,Female,62,Clothing,4,1200.32,1140.304,Cash,South,Alabama,Metrocity
I279309,11/11/2016 10:16,C187947,Female,21,Food & Beverage,4,20.92,15.69,Cash,South,Alabama,Istinye Park
I308366,11/11/2016 10:16,C239334,Female,29,Food & Beverage,2,10.46,7.322,Cash,South,Alabama,Kanyon
I283707,11/11/2016 10:16,C292498,Male,44,Cosmetics,1,40.66,28.462,Debit Card,South,Alabama,Metrocity
I280053,11/11/2016 10:16,C269403,Female,31,Food & Beverage,5,26.15,19.6125,Cash,South,Alabama,Istinye Park
I282922,11/11/2016 10:17,C125253,Male,39,Clothing,5,1500.4,1425.38,Credit Card,Central,Iowa,Metrocity
I456499,11/11/2016 10:17,C233408,Female,29,Food & Beverage,2,10.46,7.322,Cash,Central,Illinois,Viaport Outlet
I290475,11/11/2016 10:17,C851054,Male,56,Toys,2,71.68,50.176,Cash,Central,Illinois,Istinye Park
I676548,11/11/2016 10:17,C123103,Male,33,Shoes,4,2400.68,2280.646,Cash,Central,Illinois,Zorlu Center
I235651,11/11/2016 10:17,C307866,Female,44,Food & Beverage,4,20.92,15.69,Cash,West,Arizona,Istinye Park
I271694,11/11/2016 10:18,C584370,Female,59,Clothing,1,300.08,225.06,Credit Card,West,Arizona,Metrocity
I212925,11/11/2016 10:18,C121590,Male,57,Technology,5,5250,4725,Debit Card,West,Arizona,Viaport Outlet
I192627,11/11/2016 10:18,C196626,Female,37,Food & Beverage,3,15.69,10.983,Credit Card,East,Delaware,Mall of Istanbul
I440911,11/11/2016 10:18,C305216,Male,45,Cosmetics,5,203.3,162.64,Credit Card,West,Idaho,Mall of Istanbul
I154000,11/11/2016 10:19,C103959,Female,60,Clothing,3,900.24,675.18,Cash,West,Idaho,Metrocity
I256268,11/11/2016 10:19,C253077,Male,35,Technology,2,2100,1890,Cash,West,California,Metrocity
I243661,11/11/2016 10:19,C339836,Male,48,Food & Beverage,4,20.92,15.69,Cash,West,California,Metropol AVM
I215595,11/11/2016 10:19,C483410,Male,23,Souvenir,3,35.19,24.633,Cash,Central,Texas,Zorlu Center
I216755,11/11/2016 10:20,C108785,Female,61,Books,2,30.3,21.21,Credit Card,Central,Texas,Kanyon
I245268,11/11/2016 10:20,C257873,Male,39,Cosmetics,1,40.66,28.462,Cash,Central,Texas,Metropol AVM
I994719,11/11/2016 10:20,C336210,Female,43,Clothing,1,300.08,225.06,Debit Card,Central,Texas,Istinye Park
I319687,11/11/2016 10:20,C522393,Female,31,Toys,5,179.2,143.36,Credit Card,Central,Texas,Metrocity
I403991,11/11/2016 10:21,C138401,Female,50,Cosmetics,1,40.66,28.462,Cash,South,Alabama,Mall of Istanbul
I206352,11/11/2016 10:21,C685771,Female,60,Cosmetics,1,40.66,28.462,Cash,South,Alabama,Zorlu Center
I441226,11/11/2016 10:21,C464939,Female,30,Toys,1,35.84,25.088,Credit Card,South,Alabama,Kanyon
I894137,11/11/2016 10:21,C314580,Male,42,Food & Beverage,1,5.23,3.661,Credit Card,West,Idaho,Mall of Istanbul
I160558,11/11/2016 10:21,C272009,Female,38,Clothing,3,900.24,675.18,Cash,West,Idaho,Kanyon
I320501,11/11/2016 10:22,C331977,Male,66,Clothing,5,1500.4,1425.38,Cash,West,Idaho,Kanyon
I254853,11/11/2016 10:22,C132490,Female,38,Food & Beverage,3,15.69,10.983,Cash,South,Georgia,Zorlu Center
I267783,11/11/2016 10:22,C264126,Male,40,Food & Beverage,5,26.15,19.6125,Debit Card,South,Georgia,Kanyon
I318900,11/11/2016 10:22,C803346,Female,66,Souvenir,1,11.73,8.211,Credit Card,South,Georgia,Zorlu Center
I291781,11/11/2016 10:23,C204211,Male,21,Shoes,3,1800.51,1620.459,Debit Card,Central,Illinois,Mall of Istanbul
I179043,11/11/2016 10:23,C861619,Female,52,Clothing,5,1500.4,1425.38,Cash,Central,Illinois,Metropol AVM
I311703,11/11/2016 10:23,C306109,Female,36,Toys,3,107.52,80.64,Cash,Central,Illinois,Kanyon
I941653,11/11/2016 10:23,C235705,Female,19,Shoes,3,1800.51,1620.459,Debit Card,Central,Illinois,Mall of Istanbul
I172981,11/11/2016 10:24,C115183,Female,24,Food & Beverage,3,15.69,10.983,Cash,Central,Illinois,Metrocity
I164899,11/11/2016 10:24,C139313,Female,37,Food & Beverage,5,26.15,19.6125,Debit Card,Central,Illinois,Mall of Istanbul
I335919,11/11/2016 10:24,C200074,Male,45,Clothing,5,1500.4,1425.38,Cash,Central,Illinois,Mall of Istanbul
I192851,11/11/2016 10:24,C680735,Female,44,Clothing,4,1200.32,1140.304,Debit Card,East,Ohio,Zorlu Center
I290146,11/11/2016 10:24,C239777,Male,38,Toys,4,143.36,114.688,Debit Card,East,Ohio,Metrocity
I281657,11/11/2016 10:25,C276031,Female,64,Food & Beverage,3,15.69,10.983,Cash,East,Ohio,Mall of Istanbul
I296971,11/11/2016 10:25,C233985,Female,50,Clothing,4,1200.32,1140.304,Cash,East,Ohio,Istinye Park
I150171,11/11/2016 10:25,C148879,Male,58,Cosmetics,3,121.98,91.485,Debit Card,East,Ohio,Kanyon
I142670,11/11/2016 10:25,C749507,Female,20,Food & Beverage,1,5.23,3.661,Debit Card,West,California,Kanyon
I789296,11/11/2016 10:26,C995969,Male,28,Clothing,1,300.08,225.06,Credit Card,West,California,Istinye Park
I190236,11/11/2016 10:26,C449765,Male,23,Food & Beverage,2,10.46,7.322,Credit Card,West,California,Mall of Istanbul
I109411,11/11/2016 10:26,C558370,Female,27,Clothing,2,600.16,450.12,Credit Card,West,California,Kanyon
I199985,11/11/2016 10:26,C158863,Male,67,Shoes,3,1800.51,1620.459,Cash,West,California,Kanyon
I210823,11/11/2016 10:27,C195922,Female,61,Cosmetics,1,40.66,28.462,Credit Card,East,Delaware,Metropol AVM
I328111,11/11/2016 10:27,C528192,Female,30,Shoes,5,3000.85,2700.765,Cash,East,New York,Metropol AVM
I291321,11/11/2016 10:27,C277978,Male,33,Cosmetics,2,81.32,56.924,Credit Card,West,California,Istinye Park
I362859,11/11/2016 10:27,C181707,Female,20,Food & Beverage,5,26.15,19.6125,Debit Card,East,New York,Metrocity
I212934,11/11/2016 10:28,C711863,Male,60,Souvenir,5,58.65,43.9875,Credit Card,East,New York,Metrocity
I241009,11/11/2016 10:28,C117956,Female,39,Shoes,3,1800.51,1620.459,Cash,East,New York,Zorlu Center
I283170,11/11/2016 10:28,C899266,Male,61,Cosmetics,5,203.3,162.64,Credit Card,West,California,Metrocity
I297445,11/11/2016 10:28,C160356,Male,61,Toys,2,71.68,50.176,Debit Card,West,Idaho,Istinye Park
I226065,11/11/2016 10:28,C614916,Female,46,Shoes,2,1200.34,1080.306,Debit Card,West,California,Viaport Outlet
I203394,11/11/2016 10:29,C204132,Male,48,Technology,2,2100,1890,Cash,West,California,Istinye Park
I945446,11/11/2016 10:29,C129088,Female,65,Shoes,5,3000.85,2700.765,Debit Card,East,Massachusetts,Zorlu Center
I278896,11/11/2016 10:29,C254761,Male,22,Cosmetics,3,121.98,91.485,Credit Card,East,Massachusetts,Zorlu Center
I535120,11/11/2016 10:29,C959340,Female,66,Shoes,4,2400.68,2280.646,Cash,East,Ohio,Zorlu Center
I172395,11/11/2016 10:30,C165494,Male,55,Clothing,5,1500.4,1425.38,Cash,East,Massachusetts,Metrocity
I724433,11/11/2016 10:30,C125087,Male,64,Clothing,3,900.24,675.18,Cash,East,Massachusetts,Istinye Park
I333614,11/11/2016 10:30,C448961,Female,40,Shoes,1,600.17,450.1275,Credit Card,East,Delaware,Kanyon
I219446,11/11/2016 10:30,C787385,Female,20,Food & Beverage,4,20.92,15.69,Credit Card,East,Delaware,Istinye Park
I911246,11/11/2016 10:31,C337640,Male,63,Books,1,15.15,10.605,Cash,East,Delaware,Mall of Istanbul
I913330,11/11/2016 10:31,C232703,Female,46,Clothing,5,1500.4,1425.38,Credit Card,East,Ohio,Kanyon
I291322,11/11/2016 10:31,C308837,Female,23,Food & Beverage,1,5.23,3.661,Cash,East,Ohio,Kanyon
I125985,11/11/2016 10:31,C528310,Female,38,Clothing,5,1500.4,1425.38,Cash,East,Ohio,Viaport Outlet
I250637,11/11/2016 10:31,C286750,Male,21,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Metrocity
I689293,11/11/2016 10:32,C185116,Female,59,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Metrocity
I615444,11/11/2016 10:32,C269249,Male,53,Clothing,4,1200.32,1140.304,Credit Card,East,New York,Zorlu Center
I336123,11/11/2016 10:32,C105766,Female,68,Food & Beverage,3,15.69,10.983,Cash,South,North Carolina,Istinye Park
I160671,11/11/2016 10:32,C184610,Female,67,Food & Beverage,4,20.92,15.69,Credit Card,South,North Carolina,Kanyon
I239651,11/11/2016 10:33,C210341,Female,63,Cosmetics,4,162.64,130.112,Credit Card,East,New York,Kanyon
I173011,11/11/2016 10:33,C947501,Female,40,Toys,2,71.68,50.176,Credit Card,West,California,Metrocity
I339971,11/11/2016 10:33,C265929,Female,43,Food & Beverage,1,5.23,3.661,Debit Card,South,Alabama,Mall of Istanbul
I104759,11/11/2016 10:33,C176961,Female,51,Shoes,5,3000.85,2700.765,Credit Card,East,Ohio,Istinye Park
I138896,11/11/2016 10:34,C950462,Female,27,Clothing,3,900.24,675.18,Cash,West,Washington,Zorlu Center
I272425,11/11/2016 10:34,C307682,Female,58,Clothing,5,1500.4,1425.38,Cash,West,Washington,Zorlu Center
I250333,11/11/2016 10:34,C207261,Male,54,Clothing,2,600.16,450.12,Credit Card,East,New York,Metrocity
I214440,11/11/2016 10:34,C267096,Female,23,Souvenir,3,35.19,24.633,Cash,East,New York,Kanyon
I732019,11/11/2016 10:35,C286976,Male,48,Books,1,15.15,10.605,Cash,East,New York,Kanyon
I318955,11/11/2016 10:35,C287709,Male,21,Clothing,4,1200.32,1140.304,Cash,East,New York,Metrocity
I191041,11/11/2016 10:35,C486801,Female,63,Food & Beverage,1,5.23,3.661,Cash,South,Tennessee,Metrocity
I224127,11/11/2016 10:35,C274802,Male,31,Clothing,4,1200.32,1140.304,Credit Card,West,California,Istinye Park
I567993,11/11/2016 10:35,C975293,Female,18,Cosmetics,2,81.32,56.924,Credit Card,Central,Iowa,Zorlu Center
I281325,11/11/2016 10:36,C898226,Male,53,Toys,1,35.84,25.088,Credit Card,Central,Iowa,Mall of Istanbul
I160951,11/11/2016 10:36,C544326,Male,40,Technology,2,2100,1890,Debit Card,Central,Iowa,Viaport Outlet
I876253,11/11/2016 10:36,C787839,Female,22,Clothing,2,600.16,450.12,Debit Card,Central,Iowa,Istinye Park
I265898,11/11/2016 10:36,C488962,Male,60,Clothing,5,1500.4,1425.38,Cash,West,California,Istinye Park
I153991,11/11/2016 10:37,C207271,Female,32,Food & Beverage,1,5.23,3.661,Cash,West,California,Kanyon
I202427,11/11/2016 10:37,C602071,Female,59,Clothing,5,1500.4,1425.38,Cash,West,Washington,Kanyon
I190879,11/11/2016 10:37,C815422,Male,47,Cosmetics,1,40.66,28.462,Credit Card,West,Washington,Istinye Park
I186990,11/11/2016 10:37,C311487,Female,34,Clothing,4,1200.32,1140.304,Cash,South,Florida,Zorlu Center
